Text,label
估计 古 德帝 赌 一把 希望 替补 搏 一搏 看能 奇迹 ,None
小姑娘 真 会 说话 哈 ,Love
换个 发型 换个 心情 哈哈 ,Happiness
战狼 身 国外 感觉 祖国 妈妈 很 温暖 很 强大 ,Love
b 站 伪装者 版权 被告 侵权 删除 ,None
樱桃 没吃出 樱桃 哈哈 太甜 ,Happiness
跑步 吃 东西 心安理得 一点点 ,None
体谅 学生 上演 哭穷 ,Sorrow
文笔 真 好 老套 故事 讲 特别 生动 打动 ,Love
捐款 关系 为啥 问 我会 当枪 使 别 搞笑 行 ,Disgust
哈哈哈 哈哈 行行行 美醒 （ 我刚 美醒 ） ,Happiness
脸皮 厚 ,Happiness
做 好吃 ,None
娘俩 放心 别的 烟台 苹果 我管 够 ,None
想 美 男 想想 古代 对长 好看 男性 美人 美人 ” （ ） 说 美人 ,Love
想 ,None
谢谢 ,Happiness
早上 恶搞 ,None
孤独 陪 dota 我学 ,None
前 几天 去过 成都 台 ,None
本事 抢 ,Disgust
学校 会 一个月 发 成绩单 ,None
哈哈哈 哈哈哈 妈耶 抠 图剧 ,Happiness
决心 回去 ! ! ! 很 谈 不让 回 ! ! ,None
很 店 做 很多 人干 那行 ,None
应该 ip 地址 出错 = = ,None
摆摆手 走 可不 出气 ,None
艺术 研究所 致力 目标 打造 电子化 虚拟化 巴斯 巴斯 标本 没太大 关系 理解 哈 ,None
感觉 整个 舒服 ,Happiness
热情 好 习惯 ,Love
大部分 剪辑 软件 视频 播放器 转 ,None
哈哈 看 快 进着 看 完 蛮 逗 ～ ,Happiness
尸体 情况 ,None
宝贝 多久 打到 车 ,None
人生 需要 bb 需要 原谅 ,Disgust
月 ,None
可爱 蓝精灵 周末 愉快 哦 ,Happiness
打包 托运 夏门 坐船去 推 上船 ,None
为啥 老要 黑 老 曹 手动 比心 ,None
502 602 觉 好点 ,None
吆 红 脸蛋 ,None
说 实在 不行 卖掉 ,None
开心 可得 变得 更好 这份 喜欢 ,Happiness
多杂 杂 东西 话 说 大学 超市 ,None
谢谢 xt2 太贵 点换 xt20 甘心 ,None
骂 难听 心里 定然 不爽快 发泄 明星 本来 难 做 ,None
投票 期间 放出 消息 想 宋 票数 下滑 ,None
天宝 伏妖 录 不基 ,None
开 半个 多月 提 大众 十来 没提 福克斯 ,None
本科 很 特别 ,None
真的 有人 狗 过敏 盲人 有理 过敏 致死 ,Disgust
风雨 中 独自 牛 逼 宇宙 ” 正 适合 ,None
官网 保障 售后 认账 一分钱 一分货 ,None
可爱 不行 活泼 乐观 开朗 却 保守 浪漫 ,Love
联想 死 默哀 三秒钟 ,Disgust
贬义 直 男 ,Disgust
好 ～ 先宅 ,None
大肚 能容容 天下 难容 事 笑口常开 笑 天下 可笑 建议 弥勒佛 ,None
喜欢 提前 开心 好哇 最 讨厌 ,Happiness
哦 行行行 你家 杨幂 最棒 多花点 钱 公关 反正 有钱 好不容易 挣来 钱 拿来 炒作 洗白 ,Disgust
我妈 不让 哈 面试 好像 好几轮 ,None
悄悄的 问 一句 非说 老公 玩 ,None
家里 停电 空调 坏 空调 坏 ,None
说 连接 不到 ,Sorrow
# 王力宏 爱 # 赞 感觉 首歌 很配 po 主 做 整首 ,None
诱惑 旅行 不上 ,None
本来 看个 不用 动脑 烂片 吐槽 低估 烂片 烂度 高 ,Disgust
确实 疼 几颗 智齿 敢动 ,Sorrow
哈哈 卢星 宇话 浪费 国家 资源 ,Happiness
不信 送枪 枪 难买 送 应该 刀具 ,None
好 明天 女友 nus 哈 ,None
妈立个 牌坊 无所谓 ,Disgust
提 起来 收腹 收 ,Sorrow
坐等 小米 mix3 三环 多彩 陶瓷 ,None
诶 羡慕 ,Love
很多 专业名词 理解 起来 困难 点 看不懂 看不懂 ,None
哈 欢乐 全是 老人家 懂 ,Happiness
请 讲讲 喜欢 王源 原因 递 话筒 ,None
鼓爪 鼓爪 厦门 几天 窗外 看 海 没事 潮 落潮 涨蛮 不错 ,Love
好 可惜 需要 形状 ,Sorrow
拜托 本来 2d 2d 版 上映 全是 3d 近视眼 群体 歧视 ,Disgust
无数面 值得 发掘 ,Love
关键 厕所 老脸 丢光 ,Sorrow
表扬 最 厉害 ,Love
哈哈哈 小时候 老师 度过 童年 ,Happiness
那有 尴尬 宝贝儿 ,None
新号 胜 黄金 ,None
羡慕 饿 哭 满脑子 小火锅 迷人 样子 ,Sorrow
做 保养 原价 8.5 折 ,None
玩 胖 房间 ,None
卤 煮 实在 好吃 芥末 墩 吃 ,Love
找到 好吃 猪扒 包 店 ,None
风 超级 超级 ,Disgust
哈哈 真的 北京 时间 九点 魔力 少年 会带 入睡 ～ 快 闭上眼 睡觉 ,Happiness
哈哈哈 哈哈 痴情 男儿 郎 ,Happiness
不玩 排位 爱玩 排位 ,Disgust
哈哈 真 好 恭喜 恭喜 男神 好好 ,Happiness
好 过些天 推荐 粉底液 皮肤 黄 ,None
哈哈 回 正好 下课 画 迟到 ,Happiness
现场 看 好 ,None
未知 昨天 问 妈妈 先 钱 存掉 ,None
好 挥挥 ～ ～ 希望 太太 还会 回来 ,None
不写 上交 读后感 应付 老师 不想 真的 感想 写给 老师 看 ,None
震惊 ,Love
机会 再 吃 哈哈哈 哈哈 ,Happiness
好 开心 外加 天热 胃口 ,Sorrow
愿意 亲姐妹 激励 抓紧 ,Love
触动 后来 说话 逗笑 ,Happiness
风平浪静 最多 下点 雨 韶关 台风 ,None
好吃 神奇 面 ,None
转念 一想 小学 期 考试 周好 ,None
23333 敢告 小鸡 胜诉 薛炮 指望 脑残粉 洗白 ,Disgust
专一 爱人 ,None
几百年 东西 ,None
手 两个 疑问 第一 生病 好些 第二个 疑问 戒指 ,None
看 孙俪 评论 祝 看 一辈子 电视剧 ,Disgust
挖 确实 初四 约 好 不装 承认 辜负 党和国家 人民 ,Disgust
重点 ： 当是 送出去 ,None
巧 维和 步兵营 拍 好像 战狼二 请 诽谤 ,Disgust
发黑 话 我会 评论 千里 找 骂 ,Disgust
中山 采蝶轩 合肥 一家 老板 ,None
好 ～ 努力 看书 努力 吃 信心 滴 ,Happiness
哈哈哈 想起 上铺 说 逼样 帅 ” 缓过 神来 说 beyond 帅 ” ,Happiness
好用 德亚 感觉 性价比 挺高 ,Love
多花 美 评语 写得 存 ,Love
风景 真不错 暖和 ,Love
欺负 喵 爷 ,None
前边 仨 字 终于 说出 心声 ,None
自信 表现 ,Sorrow
好 约 10 号 北京 ,None
倒数 第二张 一看 多年 ,None
同意 主流 对嘻哈圈 单方面 压制 其他人 上不来 ,None
解说 上周末 海昏侯 有个 解说 姐姐 讲 超级 清楚 哦 ,Love
睡 迟早 起来 瞌睡 ,None
福气 好 嘻嘻 嘻嘻 ,Happiness
女人 越 年轻 时 越 想 明白 道理 ,None
估计 老板 会 说 花生 奶 牛奶 一条 生产线 罐装 完 花生 奶 罐 牛奶 混着 花生 奶 花生 奶 味道 ,None
来来来 手机号 报来 姐姐 出门 带上 带你去 见世面 ,None
巨量 进口 恶化 环境 ,Disgust
喜欢 吃 甜 ,Love
nars 这款 比较 适合 混油 油皮 ′ ` ,None
好 难过 希望 所有 氮气 宠 ,Sorrow
桌子 好萌 捏 ,Love
学生 阶段 真的 好 朋友 最 诞生 读书 生涯 结束 ,Sorrow
鲁迅 - 这话 郭德纲 说 ,None
哦 保佑 老人家 身体健康 ,Love
前 几天 顿悟 成 ,None
咿 咿 表白 你家 男神 ,None
好哇 10 月 11 月 返 ,None
受 刺激 不用 太 在意 ,None
哈哈 干 帮 牵 牵线 哈哈 ,Happiness
回来 学 玩想 ,Happiness
两年 死亡 组 ,None
第二天 深度 睡眠 ,None
! 忠实 读者 ! ,None
风再 耽误 穿 裙子 ,None
信心 ,None
呦 不错 哦 很 文艺 清新 ,Love
考前 记得 转个 锦鲤 保佑 ,None
多久 更文 一辆 小车 棒 ～ ,Love
说 轻易 挑战 ,None
每天晚上 回 宿舍楼 时 总会 ,Fear
嘲讽 举报 没想到 说 住 嫌弃 我特 我会 买花 好 咯 ,Disgust
胖 ,None
争议 毛线 心眼 这是 纵火 案件 失火 事件 ,Disgust
笑话 ,Disgust
裸婚 里 文章 反 戴 雷锋 帽 搜图 哈哈 ,Happiness
感冒 哈 外面 药店 开药 不好 还好 禽流感 哈哈哈 哈哈 ,Happiness
干什么 哈哈 ,Happiness
看 视频 喊 眼泪 水 ,Sorrow
愿意 管得 ,Disgust
怀疑 忘记 ,None
死命 亲 太 可爱 特别 喜欢 笑 ,Love
喜欢 看 弹幕 专心 看剧 ,Disgust
心痛 换 手机 ,Sorrow
需要 亲 ,None
舔 ,Disgust
哈哈哈 哈哈 爸 巨萌 理财 路 不错 ,Happiness
发 勾引 小妹妹 ,None
攒钱 娶 媳妇儿 不挺 喜欢 出去玩 ,None
蛮 适合 玩 男人 ,Disgust
恩 好 基础 ,Love
那种 奢望 会 那种 想法 ,None
希望 队长 快快 好 起来 ,Love
哈哈 欢迎 交流 ,Happiness
小葱 切碎 放到 盘子 里 再 放到 枕边 会 有助 睡眠 估计 熏 晕 节奏 ,None
这是 不错 哦 ,Love
天气 超好 ～ 晒 晒太阳 嘿嘿 ,Happiness
陪 快 烧 仙草 收买 ,None
没事 没事 女神 值得 更好 ～ ,Love
国内 国际 机场 28 号 恢复 有没有 咨询 航司 机场 流量 走 ,None
行 算 特产 ,None
没事 到时候 ,Happiness
哦 哦 10 年 说 聪明 会红 ,Love
好 这是 秘密 哦 下次 冷 再 扣回去 ,None
暗黑 料理 ,None
假 说 假 ,None
开心 好 ,Love
写 日记本 多些 十多本 看 回去 好像 聊天 ,None
很 怀念 我住 山师 吃 东西 比泰 医里贵 好多 天天 上班 迟到 迟到 中午 饭 ,Sorrow
内心 丝毫 波动 想 吃 粽子 ,None
恭喜 轮到 我超 期待 ,Love
买个 一米 大白 ,None
说 说 要养 好 一条 狗 压力 很大 ,Sorrow
硬 抵触 心理 只会 麻烦 ,None
说好 雨露 均 沾 ,None
哈哈 说 ,Happiness
哈哈 加油 赶紧 吃 保质期 短 ,Happiness
梅网 红 快带 飞 ,None
哈哈 takeiteasy 兄弟 ,Happiness
太好 ! ,Happiness
卷发 棒 烫 ,Sorrow
老王 陈鸿 老师 文创 可怕 ～ ,Disgust
哼 虚情假意 ,Disgust
哈哈哈 ～ 多发 美照 看 很 开心 ,Happiness
心情 放松 真的 超爽 辛苦 ,Love
超越 ,None
真的 很 厉害 ,Love
放上 看 清楚 ,None
谢谢 欣赏 祝 生活 愉快 ,Happiness
好看 就行 删 不行 ,Love
赵粉 说 赵小姐 奥黛丽 赫本 ,Disgust
想 外面 玩 女神 快 愉快 玩耍 ,Love
打开 一瓶 会 退 ,Disgust
5555 天 手术 伤口 痛 痛得 受得了 估计 剖腹 预产期 大年初一 月底 生 ,Fear
专注 不看 反正 真爱粉 真爱粉 可不 招黑 引战 专注 # 郑爽 # ,None
谎言 零 容忍 没什么 说 底线 劈 腿 无语 ,Disgust
帮 画 圈圈 诅咒 丫 ,Disgust
人生 很多 未知 哭 过后 再战 ,Love
是从 出道 歌 真的 好听 ,Love
吼 钦定 请 表白 官博 娘娘 qaq ,Love
看不上 ,None
长 越来越 妈 ,None
记者 ,None
太 败家 10 块钱 出门 ,None
乱涂 防晒霜 越涂 越 ,Fear
最近 听 很多 结婚的人 说 生活 ,None
忽略 警报 必响 最大 音量 ,None
刚刚 吵 架 刚刚 诶 ,Sorrow
孩子 好好 沟通 多加 注意 ,None
好 喝水 水 ,None
穷 眼里 有钱人 ,None
早 想 说 打扰 休息 走 私信 走 ,None
抽 不到 哭 ,None
安总 吉祥 安 总 请安 ,Love
嘿嘿 多年 超越 快 超越 应该 灌水 哈哈 ,Happiness
最后 午餐 真能 吃 哈 ,None
问题 一年 开 几次 心血来潮 开 ,None
羡慕 白猫 ,Love
删 听 老万 评价 省 招黑 ,None
生日 算 好日子 嘿嘿 谢谢 谢谢 ,Happiness
秀 恩爱 ,None
额 见面 快 两个 月 ,None
太特 猥琐 ,Disgust
演技 高贵 冷艳 美 ,Love
最 爱 秦岭 唯一 愿意 停下 脚步 演 贼 真实 现实 中 男 爱 这类 ,Love
想 说 姐姐 生日快乐 瘦 ,Love
现实 逼迫 想 买 很 无奈 ,Sorrow
去过 ,None
好 我会 哒 进 高中 暑假 补课 物理 书 压根 看不懂 ,Sorrow
好 加个 好友 ,None
香港 适合 购物 买点 ,Happiness
说 喝 洋人 活血化瘀 药 加速 毒性 发作 唉 ,Disgust
老 鲜肉 绝对 最近 韩剧 讲 多重人格 间 兴趣 想要 24 比利 ,None
赶紧 吃饭 配图 满分 ,None
妈蛋 拉 仇恨 ,Disgust
昨天 大风 吹 挺 好看 哈哈 ,Happiness
说 找对象 比较 美女 多去 ,None
哈哈 啥时候 谦虚 不像 风格 哦 ,Happiness
x ,None
真的 越来越 暴躁 ,None
喜欢 荷兰 为啥 荷兰 写入 决赛 ,None
本来 好看 ～ 好 ～ ～ ,Love
确实 很 好看 这俩 特 好看 ,Love
走 吃 饭 喔 ,None
太 夸张 林志颖 选过 超差 后来 换 ,None
恐怖 晚上 外面 哦 ,Fear
喜欢 99% 需要 激动 会 出事 心脏病 脑 淤血 流鼻血 情欲 世界 ,Disgust
吃 肉 ,None
莫斯科 入手 中兴 手机 哈哈 够 支持 ,Happiness
哈哈哈 哈哈 ,Happiness
大叔 挺帅 哈哈 ,Happiness
这超 适合 说 不用 ,None
应该 路 路 呱 ,None
哦 酱紫 哇塞 周末 咩 冲 回去 看 嘿嘿 ,Happiness
哈哈 好看 告诉 买 ,Happiness
动心 动心 敦煌 排队 德国 瑞士 排位 最靠 前 愿望 攒钱 ing 去年 花太多 ,None
弄 有用吗 ,None
秒 输 验证码 秒 好 ,None
前两天 争气 白天 太 ,Sorrow
下次 出门 花 二十几 收获 那人 说 机器 刚调 ,None
两天 外面 走穴 讲课 热 天真 tmd 不让 人活 ,Disgust
超 喜欢 ,Love
哈哈 京东 买 钢化 膜 行 ,Happiness
天天 骑 自行车 锻炼 锻炼 ,None
这家 味道 超好 明天 c 妞先 尝尝 ,None
哇偶 膜拜 ,Love
悲剧 想 高级 餐厅 上菜 员来 ,Sorrow
头像 好 米粒 ,None
周末 自由 行 买 机票 周五 周日 回来 ,None
难 厉害 反正 制造 学术 垃圾 ,Disgust
说 好像 鹿晗 跑 男 火是 ,None
好 最近 胃 不行 只能 周末 吃 少点 加油 少食 效果 最好 ,Love
宁愿 说 双眼皮 肚脐眼 儿 ,Disgust
不行 光 开心 行 开心 ,None
他播 完 删 只能 说 点子 不好 ,Disgust
感觉 皆大欢喜 几个 女人 ,Happiness
碰到 就步 安全 ,Fear
ios11 新买 不卡 ,None
磁性 园丁 标签 字里行间 透露 文学 气息 吸引 更多 人来 关注 ,Love
哼 小心 明天 暴雨 ,None
小鸡 做 咩 点解 唔 开心 ,None
最后 一张 最 销魂 ,Love
问题 想 简单 ,Disgust
考完 再考 理论 乱 变态 ,None
高哥 甜 哦 羡慕 慕 ,Love
外 送 食材 下午 好 亲爱 ,Love
审美 希望 拥有 起码 逻辑 脑子 好 东西 值得 拥有 ,Disgust
说 ,None
昨天 微信 做 活动 接 太 说 付款 排队 ,None
预感 会 很胖 ,None
没见 ,None
instasize 美图秀 秀 搞定 无缝 拼接 ～ ,None
反正 喝 酒 会 喷 ,Disgust
月末 会 平时 倒休 ,None
咔 咔 ,None
没教养 说 降低 品味 ,Disgust
有时候 一段 新 感情 忘掉 好 方法 ,None
好 年轻 真 好 ,Love
平淡 点 人生 狠 平淡 呆 在家 很 幸福 一件 事 ,None
哦 心理 好 变态 哈哈哈 ,Happiness
没事 没事 安全 第一 ～ ～ 安全 降落 好 ,Love
外置 声卡 插 手机 平板 插 笔记本 效果 好点 电台 直播 特效 声音 声卡 效果 ,None
海滨 实在 不可思议 查查 照片 看 那年 元旦 干什么 ,None
请问 法定 工作日 闹钟 设置 ,None
好久没 梦到 哭 ,Sorrow
背后 偷偷 说 师妹 ,None
喜欢 喜欢 杭州 喜欢 ,Love
感觉 好像 上帝 遗忘 一件 好 事情 ,Sorrow
看 片 很 好 样子 ,Love
哈哈哈 哈哈 肯定 不死 睡 哦 大嫂 晚安 ,Happiness
哈哈 好 罩 ,Happiness
办 工作人员 打电话 反馈 脂肪 填充 有木有 副作用 擦 ,Disgust
绣球 湿 冷 ,None
哈哈哈哈 哦 辛苦 天空 调色 师 ,Happiness
狗肉 拿手 明天 杀猪 ,None
先 顺利 毕业 ,None
下班 辛苦 娃儿 ,Sorrow
一张 开心 ,Happiness
扯 扯 说 说 ,None
哦 情侣 头像 暴露 ,Happiness
当时 找 工作 压力 很大 ,Sorrow
大众 里 津三绝 连锁 还成 ,None
难吃 贵 ,Disgust
看着 感觉 手艺 越来越 好 ,Love
好 快 哦 两夜 没睡 好 tt ,None
谢谢 希望 事情 早点 解决 晚安 ,None
那来 舒服 奋斗 那来 钱 买车 买楼 哈哈 ,Happiness
见 挺好吃 一块 吃 多久 ,Love
打伞 防晒霜 黑不黑 恢复 无关紧要 紫外线 皮肤 老化 皮肤癌 因素 ,None
谢谢 感觉 纸质 10m 太 ,Happiness
阿弥陀佛 贫道 先行 告退 教堂 见 ,None
年轻 太 情绪化 回到 主场 希望 阿德 得分 ,Love
可爱 ,Love
番茄 炒蛋 哈哈 简单 大方 ,Happiness
哈哈哈 真心 昨天 睡觉 合计 科比 肯定 内种 甘心 角色 球员 当不了 核心 索性 ,Happiness
哈哈 同学 重庆 再 看一遍 ,Happiness
莫名其妙 醉 前因后果 好 盆 脏水 我家 扣 ,Disgust
长时间 受得了 ,Happiness
哈哈 还用 约 通知 ： 老 地方 见 ,Happiness
泫 雅 真的 很 可爱 新歌 很 好听 ,Love
没事 文艺 文艺 组织 组织 语言 教么儿 写作文 ,None
有空 说 下周 休假 ,None
没法 建筑 太大 相机 装不下 懒得 走 远 ,None
句句 名人名言 哈哈哈 哈哈哈 ,Happiness
祝 早日 客户 ,None
哈哈 我能 说 看得懂 ,Happiness
昨天 暴雨 依然 羞涩 ,None
迫不及待 明年 ,Happiness
哈哈 本山 大叔 春晚 ,Happiness
接受 可爱 小女孩 ,Love
代表 真实 确切 来源 扪心自问 一家之辞 就让 定论 ,Disgust
见到 红色 标志 说 说 意义 ,None
分离 相聚 ,None
乐祉 璇 会 跳舞 这件 事情 提 起来 热泪盈眶 节奏 真真是 莫名其妙 感动 遭 不住 那种 ,Love
嘲笑 想太多 不利于 睡眠 ,None
恩 看 心情 不好 样子 好 ,None
确实 挺 收获 ,Love
黑 怕不怕 黑 红 中国 hiphop ,Disgust
那要 医院 孩子 愿意 ,None
老 泡 脚 ,None
家里 运动员 ,Love
高原 红 ,None
该来 总会 放心 ,Love
想到 只手遮天 ,Disgust
水军 回复 ,Disgust
嘻嘻 考完 约 时间 耍 拍照 ,Happiness
洗 好 澡 哈哈 冲掉 点 寒气 推荐 uber 打车 打了个 三折 十几块 家 ,Happiness
召唤 神龙 三个 愿望 ,None
做 想 做 事 别留 遗憾 ,None
真 年龄 相差 聊 心里 ,None
昨天 心情 很 不好 一堆 事情 很烦 经不起 说 很 接 姑姑 电话 ,Sorrow
懂 好 傻 ,Disgust
那段 奋斗 谢谢 肯定 讲 真心话 ,Happiness
哇考 好 高深 词 shutdown ,Love
男 好不容易 躲过 鸡 年 来到 狗 年 ,None
女团 要成 炮灰 ,None
一步 小心 勇于 尝试 ,None
想 起来 童年 鬼脸 嘟嘟 花生 味 饼干 ,None
好像 说 有妮 发图 行程 ,None
一线 战斗 ,None
我家 爽姐 一级 棒 合唱 一首 ,Love
额 演 喜欢 ,None
好 想像 大众 ,None
爱 香水 闻 闻到 香水味 喷嚏 感觉 鼻子 难 窒息 ,Sorrow
也许 走 夜路 时该 大大方方 打开 手机 电筒 一盏 只能 ,None
放心 长 老天 会 帮 ,Disgust
纯属 自找 心理准备 兴趣 收获 果实 感觉 很值 ,None
陈述 事实 开心 好 ,None
猴猴 看 入手 发现 对象 ,Love
毁容 ,Disgust
真的 一年 开 做 游戏 一共 30 开心 好多 ～ ,Happiness
成功 红 乌苏 走 ,None
cctv - 说 腾冲 之战 每片 树叶 三个 弹孔 ,None
我姓 男 朋友 ,None
很 开心 很 幸福 好 幸福 希望 十年如一日 地爱 恩爱 秀 ,Love
得进 仨 你别 带头 闹 事儿 ,None
反党 反 人民 叛贼 美日 走狗 断 良心 断子绝孙 ,Disgust
功劳 ,Love
qq 旋风 ,None
说 好像 去过 哪位 听听 上过 节目 ,Disgust
鸭脖子 鸭 锁骨 肉夹馍 爱 吃 ,Love
有人 说 33 黑丽颖 真的 举报 骂 太小 气 ,Disgust
看 画面 感觉 充实 ,Love
愉快 ,None
初恋 好 ,None
当时 祛斑 几个 朋友 支持 还好 辜负 斑治好 ,None
哥 开心 好 悻悻 ,Love
年休 自由 行 ,None
拍图 好看 ,Love
嘿嘿 照片 挺 瘦 那长 腿 唷 那尖 脸 唷 挺 好看 哪有 说 豁人 ,Happiness
河源 希望 套改 回 广州 肯定 希望 咯 ,None
担心 家里人 买 那部 ,Fear
声线 很 好 听 唱 中文 歌 谦虚 ,Love
当时 买 超多 导致 装 一堆 handmade 贴纸 没用 完 ,None
说 好像 有恋 可失 ,None
思考 人生 好 地方 ～ ,Love
病 好 注意 身体 ,None
薛炮 粉丝 渣 男多作 妖 ,Disgust
铁血 孤儿 里 ,None
话 说 weico 真的 好好 界面 好 可爱 ,Love
二中 九十年 校庆 采老 教师 ,None
说 很少 很多 没觉 炫耀 justthat ,None
祈祷 祈福 ,Love
看 新 皂片 不爱 ,Sorrow
